timestamp,vibration_g,temperature_c,pressure_psi,maintenance_days,track_stress_index,failure_status
2026-01-01 00:00:00,1.7483570765056164,22.598573800204946,4240.95191851052,38,2.5355510104772425,0
2026-01-01 00:15:00,1.4308678494144076,26.843850634275856,4490.638953318275,135,4.738440784921084,0
2026-01-01 00:30:00,1.8238442690503462,21.66064063200031,4505.405061613334,334,8.433173111164612,1
2026-01-01 00:45:00,2.261514928204013,25.536307762887677,4641.789103753022,235,6.889663151920587,1
2026-01-01 01:00:00,1.382923312638332,12.851082664369715,4089.9424910157522,319,7.658901785613942,1
2026-01-01 01:15:00,1.3829315215254097,29.70634965898351,4677.7701821542,345,8.98329817397401,1
2026-01-01 01:30:00,2.2896064077536957,28.009643802897795,3688.6825105191674,160,5.651437952431385,0
2026-01-01 01:45:00,1.8837173645764544,21.463290951454475,4311.034634290857,38,2.8355189629871824,1
2026-01-01 02:00:00,1.265262807032524,33.27396534745924,4353.517847264537,150,5.056066995990832,1
2026-01-01 02:15:00,1.7712800217929823,35.500561101012465,4689.998047821371,308,8.610706451886847,1
2026-01-01 02:30:00,1.2682911535937689,15.139521085048207,4506.789255803061,29,1.875930351946149,0
2026-01-01 02:45:00,1.2671351232148715,21.898201771470287,4078.331083843114,144,4.435445043528788,1
2026-01-01 03:00:00,1.620981135783017,21.846861201701614,4204.5020622548955,76,3.253164887548498,0
2026-01-01 03:15:00,0.543359877671101,20.480775191129084,4559.604002864222,145,4.218964671252401,1
2026-01-01 03:30:00,0.6375410837434836,34.63579873545399,4476.279797440633,229,6.63109720340677,1
2026-01-01 03:45:00,1.2188562353795136,26.449390889817572,4326.262767109276,64,3.1147453116732726,0
2026-01-01 04:00:00,0.9935844398327881,25.883881269515115,4355.749863146406,347,8.646400889735295,1
2026-01-01 04:15:00,1.657123666297637,11.969101084745972,4708.850399147786,345,8.138917507306992,1
2026-01-01 04:30:00,1.0459879622393946,33.083344241673814,4344.692228139235,269,7.59301468092422,1
2026-01-01 04:45:00,0.7938481493323543,18.08593284117222,4473.572626791278,328,7.9481747854508535,1
2026-01-01 05:00:00,2.232824384460777,28.479461042130627,5150.980976424163,184,6.098984206251689,1
2026-01-01 05:15:00,1.387111849756732,30.219015503665535,4072.895208934823,261,7.170857856299374,1
2026-01-01 05:30:00,1.5337641023439619,38.88526876670921,3944.4471805276025,268,7.891548036269598,1
2026-01-01 05:45:00,0.7876259068932716,17.529436807047105,4735.076899439582,169,4.591488799086952,1
2026-01-01 06:00:00,1.2278086377374087,3.8439027534333974,4296.407081611769,259,5.769249139974409,0
2026-01-01 06:15:00,1.5554612948549331,29.47079635802956,4404.5287416772135,227,6.643632706316344,1
2026-01-01 06:30:00,0.9245032112888486,42.40408945208683,4265.6530865606655,33,3.1522279363733055,0
2026-01-01 06:45:00,1.687849009172836,37.9115708235155,4422.059957769747,214,6.959131962303633,1
2026-01-01 07:00:00,1.1996806550405976,29.677275322197005,4979.561433628903,50,2.9139069841582264,0
2026-01-01 07:15:00,1.3541531251033616,24.066910514943622,4740.638537585436,210,6.061337064615896,1
2026-01-01 07:30:00,1.1991466938853015,34.45698077309848,4758.667053566093,29,2.686770912592106,1
2026-01-01 07:45:00,2.426139092254469,20.21163040236425,4075.1318832622064,39,2.6792532372538647,1
2026-01-01 08:00:00,1.493251387631033,31.810862154849755,4154.653879034139,347,9.089907432021704,1
2026-01-01 08:15:00,0.9711445355220498,32.04376127333302,3648.2764021543717,100,3.9954330665419517,1
2026-01-01 08:30:00,1.9112724560515946,36.48167925999104,4257.185753675174,173,5.80694170527993,0
2026-01-01 08:45:00,0.8895781750144889,50.07728031128862,4787.010955915697,17,3.2456250421113206,1
2026-01-01 09:00:00,1.6044317975023776,31.139327737430136,4655.083954724511,56,3.4896733590470332,1
2026-01-01 09:15:00,0.5201649380601122,23.92829099434001,4433.546021114363,226,5.989607481738782,1
2026-01-01 09:30:00,0.8359069755507847,27.795405502464046,4493.309914884584,46,2.623066072663,0
2026-01-01 09:45:00,1.5984306179345618,13.847392760887054,4293.3343372273785,67,2.5632827769912185,0
2026-01-01 10:00:00,1.8692332899977053,22.442294951287536,4561.427664720535,197,5.6285058399885575,1
2026-01-01 10:15:00,1.5856841405949853,24.725740495095167,4729.7634838441845,142,4.546258318521221,1
2026-01-01 10:30:00,1.4421758588058797,23.80729281652326,4015.233963776858,323,8.214150996847827,1
2026-01-01 10:45:00,1.3494481522053556,29.218838976269776,4589.894306351204,23,2.671412211540758,0
2026-01-01 11:00:00,0.7607390048162863,21.420640540942394,4779.7304612864,94,2.9836202899104936,0
2026-01-01 11:15:00,1.1400778958026456,36.96824533859577,4375.469913310989,242,7.2144652141743535,1
2026-01-01 11:30:00,1.2696806145201063,28.001656519345577,4710.210183636175,237,6.580183530536727,1
2026-01-01 11:45:00,2.0285611131094576,27.925597430891084,5344.396333341766,54,3.2541548208855033,1
2026-01-01 12:00:00,1.6718091447842307,25.376842267896656,4468.697162103932,138,4.603795882654124,1
2026-01-01 12:15:00,0.618479922318633,29.24152547087183,4617.992115001597,333,8.232724363322355,1
2026-01-01 12:30:00,1.6620419846973975,34.60078611734108,4278.582874901583,272,7.8474198236132455,1
2026-01-01 12:45:00,1.3074588597918417,21.0629582743128,4554.375348780615,41,2.4224118062793436,0
2026-01-01 13:00:00,1.1615389998470207,22.73506808739795,4638.081487494691,98,3.628203010180635,1
2026-01-01 13:15:00,1.8058381444204339,25.570191769786682,4558.452702081041,183,5.492320475646689,1
2026-01-01 13:30:00,2.0154997612479755,17.23303261221428,4194.091404087343,128,4.315248768457713,0
2026-01-01 13:45:00,1.9656400595580994,21.445937122228017,4561.908531397635,229,6.527733635360159,1
2026-01-01 14:00:00,1.0803912383886807,24.19023301164273,4938.658781615291,317,8.024117514580755,1
2026-01-01 14:15:00,1.3453938120743927,34.99511344570182,4634.590729354358,86,3.9658170354080022,0
2026-01-01 14:30:00,1.665631715701782,30.1004906320154,4788.596156721553,256,7.322120304600377,1
2026-01-01 14:45:00,1.9877725635611796,29.548719290940355,4428.896408996212,209,6.436500084290457,1
2026-01-01 15:00:00,1.260412881077355,34.807183697343774,4724.970071827113,215,6.6413759702966315,1
2026-01-01 15:15:00,1.4071705116680915,26.901025692804826,4583.780351464958,100,3.8712650595147995,1
2026-01-01 15:30:00,0.9468325129969859,31.123718799431117,4214.72678109383,49,2.925721388178017,1
2026-01-01 15:45:00,0.9018966879596646,27.17422597654003,4595.556301439662,201,5.565637773513754,1
2026-01-01 16:00:00,1.906262911197099,30.122898795197028,4202.491000967907,258,7.4591800831577135,1
2026-01-01 16:15:00,2.1781200142854114,23.337930739107343,4310.135917534562,178,5.523189097579058,1
2026-01-01 16:30:00,1.463994939209833,8.489462733788567,4556.798492187712,245,5.96131773410942,1
2026-01-01 16:45:00,2.001766448946012,26.925766702509566,4589.173282014037,123,4.685837404228666,1
2026-01-01 17:00:00,1.680818012523817,39.381985088799524,4143.230260476861,342,9.420429165240037,1
2026-01-01 17:15:00,1.1774401226974378,35.409723217932736,4816.195731354863,171,5.664581040222384,1
2026-01-01 17:30:00,1.680697802754207,35.72317987672937,4671.6018834901415,333,9.135887606073476,1
2026-01-01 17:45:00,2.2690182832329846,37.88904577444974,4288.581469316735,136,5.558865975209012,1
2026-01-01 18:00:00,1.4820869804450243,28.7092607276915,4038.724561065247,59,3.287283611126976,0
2026-01-01 18:15:00,2.282321827907003,29.578525659244765,4456.528626275571,193,6.317756131761386,1
2026-01-01 18:30:00,0.19012744795512782,23.0587848365252,4366.216885841652,268,6.551001190283498,1
2026-01-01 18:45:00,1.910951252187612,25.4714171517836,4533.942137115907,260,7.397783551379636,1
2026-01-01 19:00:00,1.5435235341190856,32.926169198169134,4391.06500165333,95,4.238916621168172,1
2026-01-01 19:15:00,1.3504963247670663,37.63107549735053,3897.762941776497,125,5.0622667439995555,1
2026-01-01 19:30:00,1.5458803882677512,26.884429794552005,4383.495918509652,41,2.817244317371893,1
2026-01-01 19:45:00,0.5062155426995536,24.39848588118871,4408.3142666795065,254,6.542991056667111,1
